%	"NGRIP, GRIP and GISP2 ?18O and calcium concentration in 50 yrs means on the GICC05modelext timescale"
%
%   Please note that this file has been modified for the SEAMUS tutorial by Bryan Lougheed (duplicate measurements averaged)
%   This file is, therefore, only meant for demonstration purposes for the SEAMUS tutorial and not to be used for research.
%   For the original data, please consult the original excel file by the original authors, which you can download from here: http://www.iceandclimate.nbi.ku.dk/data/
%
%	2	3	4	5	6	7	8	9	10	11	12	13
%Age	NGRIP1 depth	d18O NGRIP1	NGRIP2 depth	d18O NGRIP2	[Ca2+] NGRIP2	GRIP depth	d18O GRIP	[Ca2+] GRIP	GISP2 depth	d18O GISP2	[Ca2+] GISP2	MCE
%(years b2k)	(m)	(?)	(m)	(?)	(ppb)	(m)	(?)	(ppb)	(m)	(?)	(ppb)	(years)
100000	NaN	NaN	2845.53	-37.53	20.19	2729.32	-38.02	20.95	2736.68	-37.86	19.14	NaN
100050	NaN	NaN	2846.11	-37.6	21.37	2729.6	-37.98	19.5	2736.84	-37.76	17.17	NaN
100100	NaN	NaN	2846.67	-37.33	19.62	2729.87	-37.58	24.69	2736.99	-37.42	18.78	NaN
100150	NaN	NaN	2847.22	-37.49	22.34	2730.14	-37.67	22.38	2737.13	-37.42	15.67	NaN
100200	NaN	NaN	2847.78	-37.9	21.75	2730.41	-37.54	22.02	2737.28	-37.35	15.43	NaN
100250	NaN	NaN	2848.32	-38.05	19.87	2730.67	-37.36	18.26	2737.42	-37.29	16.12	NaN
100300	NaN	NaN	2848.87	-37.75	22.31	2730.94	-37.6	20.56	2737.57	-37.36	20.23	NaN
100350	NaN	NaN	2849.42	-37.67	19.83	2731.21	-37.07	19.82	2737.72	-37.14	19.09	NaN
100400	NaN	NaN	2849.96	-38.01	17.44	2731.47	-37.22	19.55	2737.86	-37.21	18.62	NaN
100450	NaN	NaN	2850.5	-37.76	20.08	2731.73	-37.65	20.07	2738	-37.39	18.39	NaN
100500	NaN	NaN	2851.04	-38.06	21.7	2731.99	-37.34	20.36	2738.15	-37.02	19.95	NaN
100550	NaN	NaN	2851.58	-37.85	23.27	2732.25	-37.15	NaN	2738.29	-37.32	17.87	NaN
100600	NaN	NaN	2852.12	-37.94	21.87	2732.52	-37.07	22.2	2738.43	-37.39	16.53	NaN
100650	NaN	NaN	2852.67	-37.56	22.68	2732.78	-37.57	NaN	2738.58	-37.08	15.83	NaN
100700	NaN	NaN	2853.21	-38.21	23.03	2733.04	-37.57	NaN	2738.72	-36.98	15.86	NaN
100750	NaN	NaN	2853.75	-37.9	22.9	2733.31	-36.86	NaN	2738.86	-37.01	15.89	NaN
100800	NaN	NaN	2854.28	-37.36	22.55	2733.56	-37.34	22.35	2739	-37.07	15.92	NaN
100850	NaN	NaN	2854.83	-38.34	22.87	2733.83	-37.29	NaN	2739.15	-37.02	15.7	NaN
100900	NaN	NaN	2855.38	-37.65	22.11	2734.1	-37.06	NaN	2739.3	-37.22	17.79	NaN
100950	NaN	NaN	2855.93	-37.56	20.48	2734.36	-36.74	NaN	2739.44	-37.3	18.53	NaN
101000	NaN	NaN	2856.48	-37.69	16.47	2734.63	-36.75	NaN	2739.59	-37.25	17.74	NaN
101050	NaN	NaN	2857.04	-37.74	23.7	2734.9	-36.76	14.23	2739.74	-36.93	18.18	NaN
101100	NaN	NaN	2857.6	-37.58	21.43	2735.17	-36.54	13.46	2739.89	-37.03	19.04	NaN
101150	NaN	NaN	2858.16	-37.27	18.37	2735.45	-37.24	15.16	2740.03	-37.05	19.05	NaN
101200	NaN	NaN	2858.74	-37.65	24.92	2735.73	-36.64	15.9	2740.19	-36.84	17.05	NaN
101250	NaN	NaN	2859.3	-37.03	22.59	2736	-37.19	17.34	2740.34	-36.91	14.61	NaN
101300	NaN	NaN	2859.85	-37.09	19.06	2736.27	-36.87	18.8	2740.48	-37.24	15.39	NaN
101350	NaN	NaN	2860.43	-38.02	21.82	2736.55	-36.79	16.7	2740.64	-37.41	15.74	NaN
101400	NaN	NaN	2860.98	-37.59	18.04	2736.81	-36.55	14.3	2740.78	-37.21	14.63	NaN
101450	NaN	NaN	2861.53	-37.46	26.59	2737.08	-36.57	20.01	2740.93	-37.33	18.57	NaN
101500	NaN	NaN	2862.1	-37.46	19.8	2737.36	-36.5	18.2	2741.08	-37.19	17.69	NaN
101550	NaN	NaN	2862.65	-37.35	22.64	2737.62	-36.67	15.6	2741.23	-37.08	16.47	NaN
101600	NaN	NaN	2863.21	-37.58	21.33	2737.89	-37.15	18.31	2741.37	-37.35	15.64	NaN
101650	NaN	NaN	2863.78	-37.64	20.61	2738.17	-37.31	16.59	2741.52	-36.77	14.3	NaN
101700	NaN	NaN	2864.33	-37.32	18.36	2738.44	-37	18.76	2741.67	-36.64	14.19	NaN
101750	NaN	NaN	2864.9	-37.28	23.4	2738.71	-36.66	19.04	2741.82	-36.67	14.84	NaN
101800	NaN	NaN	2865.47	-37.63	20.81	2738.99	-36.69	20.19	2741.97	-36.78	17.44	NaN
101850	NaN	NaN	2866.04	-37.08	22.9	2739.27	-36.6	18.13	2742.12	-36.75	16.06	NaN
101900	NaN	NaN	2866.61	-37.12	19.01	2739.54	-36.95	20.75	2742.28	-36.77	15.71	NaN
101950	NaN	NaN	2867.19	-37.16	19.88	2739.83	-36.74	17.34	2742.43	-36.73	16.25	NaN
102000	NaN	NaN	2867.77	-37.31	20.78	2740.11	-36.78	17.4	2742.58	-36.51	18.4	NaN
102050	NaN	NaN	2868.36	-37.05	18.03	2740.39	-36.36	16.2	2742.74	-36.76	16.37	NaN
102100	NaN	NaN	2868.93	-36.97	22.61	2740.67	-36.69	15.89	2742.89	-36.71	17.39	NaN
102150	NaN	NaN	2869.52	-36.99	20.47	2740.96	-36.88	23.69	2743.05	-36.61	17.44	NaN
102200	NaN	NaN	2870.09	-37.05	15.31	2741.23	-37.09	19.87	2743.2	-36.52	15.65	NaN
102250	NaN	NaN	2870.68	-37.41	21.56	2741.52	-36.19	16.22	2743.36	-36.45	15.96	NaN
102300	NaN	NaN	2871.25	-36.57	19.02	2741.79	-36.37	19.72	2743.51	-36.61	16.51	NaN
102350	NaN	NaN	2871.83	-37.33	21.57	2742.08	-36.32	18.25	2743.66	-36.45	16.1	NaN
102400	NaN	NaN	2872.42	-36.99	22.24	2742.36	-36.37	15.2	2743.82	-36.25	15.68	NaN
102450	NaN	NaN	2873.02	-37.16	15.95	2742.65	-36.49	17.17	2743.98	-37.07	19.14	NaN
102500	NaN	NaN	2873.59	-36.57	17.34	2742.93	-36.17	16.68	2744.13	-36.72	18.91	NaN
102550	NaN	NaN	2874.17	-37.35	18.98	2743.21	-36.08	16.17	2744.28	-36.65	17.75	NaN
102600	NaN	NaN	2874.75	-36.9	18.52	2743.49	-36.02	18.13	2744.44	-36.52	16.57	NaN
102650	NaN	NaN	2875.33	-36.8	18.38	2743.77	-36.06	16.33	2744.59	-36.15	15.96	NaN
102700	NaN	NaN	2875.91	-37.31	19.56	2744.05	-36.21	17.47	2744.74	-36.88	15.26	NaN
102750	NaN	NaN	2876.49	-37.5	21.33	2744.34	-36.37	18.78	2744.9	-36.44	14.67	NaN
102800	NaN	NaN	2877.07	-36.51	17.75	2744.62	-35.7	17.93	2745.05	-36.41	16.02	NaN
102850	NaN	NaN	2877.66	-36.97	21.31	2744.9	-36.39	17.18	2745.21	-36.91	19.13	NaN
102900	NaN	NaN	2878.27	-36.47	20.19	2745.2	-35.44	16.53	2745.37	-36.44	15.47	NaN
102950	NaN	NaN	2878.87	-36.45	22.57	2745.49	-35.76	15.61	2745.53	-36.35	16.84	NaN
103000	NaN	NaN	2879.45	-36.54	19.83	2745.77	-35.7	14.82	2745.68	-36.44	18.93	NaN
103050	NaN	NaN	2880.05	-37.45	23.53	2746.06	-36.31	20.13	2745.84	-36.44	21.03	NaN
103100	NaN	NaN	2880.63	-36.73	23.95	2746.34	-36.37	22.47	2746	-36.16	22.71	NaN
103150	NaN	NaN	2881.22	-36.9	21.38	2746.63	-36.7	21.79	2746.15	-35.66	16.08	NaN
103200	NaN	NaN	2881.8	-36.79	21.49	2746.91	-36.6	20.92	2746.31	-35.8	15.59	NaN
103250	NaN	NaN	2882.4	-36.9	20.95	2747.2	-36.97	18.39	2746.46	-35.82	15.85	NaN
103300	NaN	NaN	2882.99	-36.74	13.44	2747.49	-36.7	14.95	2746.62	-35.87	16.82	NaN
103350	NaN	NaN	2883.58	-36.73	18.61	2747.77	-36.27	22.05	2746.78	-36.53	18.6	NaN
103400	NaN	NaN	2884.15	-36.77	19.16	2748.05	-36.07	24.02	2746.93	-36.58	17.94	NaN
103450	NaN	NaN	2884.74	-37.04	23	2748.34	-35.59	23.3	2747.09	-36.77	22.42	NaN
103500	NaN	NaN	2885.31	-36.91	21.76	2748.61	-36.19	21.16	2747.24	-36.77	24.24	NaN
103550	NaN	NaN	2885.9	-37.02	19.27	2748.9	-35.93	14.08	2747.39	-36.39	19.42	NaN
103600	NaN	NaN	2886.48	-36.82	11.48	2749.18	-35.55	15.23	2747.55	-36.74	20.89	NaN
103650	NaN	NaN	2887.06	-36.69	12.05	2749.46	-35.41	17.36	2747.7	-36.75	23.41	NaN
103700	NaN	NaN	2887.65	-37.01	19.11	2749.75	-35.53	16.49	2747.86	-37.01	25.13	NaN
103750	NaN	NaN	2888.24	-36.43	20.58	2750.03	-36.36	16.9	2748.01	-37.38	25.72	NaN
103800	NaN	NaN	2888.83	-36.61	19.5	2750.32	-36.14	17.49	2748.17	-36.52	22.1	NaN
103850	NaN	NaN	2889.42	-36.7	17.98	2750.61	-36.53	16.14	2748.33	-36.77	24.58	NaN
103900	NaN	NaN	2890	-36.75	18.5	2750.89	-36.31	14.61	2748.48	-37.22	27.26	NaN
103950	NaN	NaN	2890.58	-36.98	29.81	2751.17	-36.01	20.82	2748.63	-37.67	30.23	NaN
104000	NaN	NaN	2891.12	-36.79	19.89	2751.43	-36.5	26.28	2748.78	-38.09	34.71	NaN
104050	NaN	NaN	2891.63	-37.62	19.91	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104100	NaN	NaN	2892.13	-39.04	39.18	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104150	NaN	NaN	2892.65	-39.59	42.51	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104200	NaN	NaN	2893.13	-39.41	67.42	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104250	NaN	NaN	2893.61	-39.55	63.32	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104300	NaN	NaN	2894.1	-38.95	61.84	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104350	NaN	NaN	2894.65	-39.55	58.08	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104400	NaN	NaN	2895.22	-38.11	43.28	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104450	NaN	NaN	2895.81	-35.9	16.27	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104500	NaN	NaN	2896.39	-37.18	27.65	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104550	NaN	NaN	2896.95	-38.64	47.43	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104600	NaN	NaN	2897.46	-39.77	74.18	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104650	NaN	NaN	2897.92	-39.45	59.82	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104700	NaN	NaN	2898.37	-39.8	65.77	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104750	NaN	NaN	2898.82	-39.84	81.29	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104800	NaN	NaN	2899.27	-39.92	87.12	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104850	NaN	NaN	2899.71	-39.93	72.03	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104900	NaN	NaN	2900.15	-39.92	91.41	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104950	NaN	NaN	2900.6	-39.75	95.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105000	NaN	NaN	2901.04	-39.55	72.74	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105050	NaN	NaN	2901.48	-39.77	74.63	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105100	NaN	NaN	2901.93	-39.47	77.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105150	NaN	NaN	2902.39	-40.38	82.76	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105200	NaN	NaN	2902.84	-39.73	67.52	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105250	NaN	NaN	2903.28	-39.01	85.74	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105300	NaN	NaN	2903.73	-39.96	88.88	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105350	NaN	NaN	2904.19	-39.35	79.87	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105400	NaN	NaN	2904.66	-39.89	90.14	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105450	NaN	NaN	2905.16	-39.68	123.97	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105500	NaN	NaN	2905.67	-38.26	61.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105550	NaN	NaN	2906.2	-38.02	33.03	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105600	NaN	NaN	2906.77	-37.84	29.89	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105650	NaN	NaN	2907.37	-37.59	31.28	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105700	NaN	NaN	2907.96	-37.61	28.84	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105750	NaN	NaN	2908.56	-37.28	25.39	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105800	NaN	NaN	2909.15	-37.65	29.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105850	NaN	NaN	2909.76	-37.5	24.03	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105900	NaN	NaN	2910.36	-36.93	22.11	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105950	NaN	NaN	2910.98	-37.12	19.05	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106000	NaN	NaN	2911.59	-37.33	20.82	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106050	NaN	NaN	2912.19	-37.42	21.43	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106100	NaN	NaN	2912.79	-37.57	21.08	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106150	NaN	NaN	2913.38	-37.4	23.72	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106200	NaN	NaN	2913.94	-37.12	21.98	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106250	NaN	NaN	2914.51	-38.15	24.42	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106300	NaN	NaN	2915.09	-38.9	31.87	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106350	NaN	NaN	2915.66	-37.26	20.65	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106400	NaN	NaN	2916.25	-37.01	26.21	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106450	NaN	NaN	2916.87	-37.39	25.65	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106500	NaN	NaN	2917.47	-37.16	20.83	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106550	NaN	NaN	2918.08	-37.19	22.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106600	NaN	NaN	2918.69	-37.28	21.47	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106650	NaN	NaN	2919.33	-36.83	16.76	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106700	NaN	NaN	2919.93	-36.4	18.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106750	NaN	NaN	2920.49	-36.77	19.42	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106800	NaN	NaN	2921.03	-39.24	37.96	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106850	NaN	NaN	2921.55	-40.06	53.11	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106900	NaN	NaN	2922.06	-38.89	34.85	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106950	NaN	NaN	2922.6	-37.35	24.08	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107000	NaN	NaN	2923.16	-37.37	22.04	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107050	NaN	NaN	2923.74	-37.46	23.76	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107100	NaN	NaN	2924.33	-37.57	23.56	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107150	NaN	NaN	2924.91	-37.68	18.08	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107200	NaN	NaN	2925.5	-37.01	18.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107250	NaN	NaN	2926.08	-37.28	20.32	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107300	NaN	NaN	2926.68	-37.5	22.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107350	NaN	NaN	2927.25	-37.55	23.34	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107400	NaN	NaN	2927.82	-37.79	22.87	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107450	NaN	NaN	2928.4	-37.38	22.37	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107500	NaN	NaN	2928.97	-37.81	21.23	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107550	NaN	NaN	2929.55	-37.55	22.36	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107600	NaN	NaN	2930.11	-37.44	21.33	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107650	NaN	NaN	2930.7	-37.36	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107700	NaN	NaN	2931.28	-37.82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107750	NaN	NaN	2931.88	-37.16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107800	NaN	NaN	2932.46	-37.04	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107850	NaN	NaN	2933.05	-37.29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107900	NaN	NaN	2933.64	-37.29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107950	NaN	NaN	2934.24	-37.44	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108000	NaN	NaN	2934.85	-36.73	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108050	NaN	NaN	2935.48	-36.81	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108100	NaN	NaN	2936.1	-36.68	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108150	NaN	NaN	2936.73	-36.38	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108200	NaN	NaN	2937.33	-36.39	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108250	NaN	NaN	2937.89	-37.07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108300	NaN	NaN	2938.38	-37.92	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108350	NaN	NaN	2938.84	-40.62	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108400	NaN	NaN	2939.24	-40.38	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108450	NaN	NaN	2939.61	-41.37	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108500	NaN	NaN	2939.97	-41.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108550	NaN	NaN	2940.31	-40.43	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108600	NaN	NaN	2940.66	-40.84	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108650	NaN	NaN	2941.01	-40.98	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108700	NaN	NaN	2941.36	-41.12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108750	NaN	NaN	2941.71	-41.04	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108800	NaN	NaN	2942.06	-40.51	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108850	NaN	NaN	2942.41	-40.41	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108900	NaN	NaN	2942.75	-40.72	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108950	NaN	NaN	2943.09	-41.49	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109000	NaN	NaN	2943.44	-41.19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109050	NaN	NaN	2943.78	-41.43	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109100	NaN	NaN	2944.11	-40.99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109150	NaN	NaN	2944.45	-40.84	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109200	NaN	NaN	2944.79	-40.67	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109250	NaN	NaN	2945.13	-40.93	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109300	NaN	NaN	2945.45	-40.52	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109350	NaN	NaN	2945.78	-41.66	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109400	NaN	NaN	2946.1	-41.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109450	NaN	NaN	2946.43	-41.44	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109500	NaN	NaN	2946.74	-41.34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109550	NaN	NaN	2947.06	-41.64	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109600	NaN	NaN	2947.37	-41.21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109650	NaN	NaN	2947.7	-41.32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109700	NaN	NaN	2948.01	-41.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109750	NaN	NaN	2948.35	-41.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109800	NaN	NaN	2948.67	-41.36	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109850	NaN	NaN	2948.99	-40.73	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109900	NaN	NaN	2949.31	-41.09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109950	NaN	NaN	2949.64	-41.33	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110000	NaN	NaN	2949.95	-40.93	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110050	NaN	NaN	2950.26	-41.69	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110100	NaN	NaN	2950.57	-41.46	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110150	NaN	NaN	2950.88	-41.77	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110200	NaN	NaN	2951.18	-42	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110250	NaN	NaN	2951.49	-41.54	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110300	NaN	NaN	2951.8	-41.38	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110350	NaN	NaN	2952.11	-41.46	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110400	NaN	NaN	2952.41	-41.58	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110450	NaN	NaN	2952.74	-41.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110500	NaN	NaN	2953.06	-40.56	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110550	NaN	NaN	2953.41	-41.32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110600	NaN	NaN	2953.78	-41.33	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110650	NaN	NaN	2954.17	-40.02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110700	NaN	NaN	2954.59	-39.35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110750	NaN	NaN	2955.04	-38.28	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110800	NaN	NaN	2955.52	-38.31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110850	NaN	NaN	2956.01	-38.24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110900	NaN	NaN	2956.48	-38.11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110950	NaN	NaN	2956.94	-38.74	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111000	NaN	NaN	2957.38	-39.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111050	NaN	NaN	2957.81	-39.61	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111100	NaN	NaN	2958.22	-39.77	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111150	NaN	NaN	2958.62	-40.02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111200	NaN	NaN	2959.02	-39.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111250	NaN	NaN	2959.44	-39.93	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111300	NaN	NaN	2959.85	-39.89	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111350	NaN	NaN	2960.28	-39.44	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111400	NaN	NaN	2960.71	-39.31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111450	NaN	NaN	2961.16	-39.06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111500	NaN	NaN	2961.63	-38.65	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111550	NaN	NaN	2962.09	-38.57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111600	NaN	NaN	2962.55	-38.68	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111650	NaN	NaN	2963.02	-38.67	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111700	NaN	NaN	2963.47	-39.05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111750	NaN	NaN	2963.93	-38.71	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111800	NaN	NaN	2964.39	-39.08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111850	NaN	NaN	2964.86	-39.19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111900	NaN	NaN	2965.33	-38.66	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111950	NaN	NaN	2965.83	-38.54	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112000	NaN	NaN	2966.31	-37.22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112050	NaN	NaN	2966.83	-37.99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112100	NaN	NaN	2967.35	-38.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112150	NaN	NaN	2967.86	-37.87	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112200	NaN	NaN	2968.37	-37.83	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112250	NaN	NaN	2968.89	-37.92	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112300	NaN	NaN	2969.4	-37.77	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112350	NaN	NaN	2969.93	-38.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112400	NaN	NaN	2970.45	-37.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112450	NaN	NaN	2970.99	-37.74	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
